"Scientific_Name","Authority","Common_Name","Wind_Author_Year","Mortality_percent","Damaged_ALL_percent","Root_Fail_percent","Stem_Fail_percent","Limb_Fail_percent","IBT_Year","IBTRaCS","SID","Notes","Total_Tree_Quantity","LCVP_GlobalID","LCVP_Taxon","Genus","Family","Order","Tropical_Cyclone_Basin","Lat","Long","MeanWoodDensity.gcm3","SDWoodDensity.gm3","MeanPlantHeight.m","SDHeight.m","HeightType","LMA.gm2","LeafType","AngioGymno","Palm","Monocot","Wind_resistance_rating","PlantType","YearSincePrevTC_50km","YearSincePrevTC_100km","ECO_NAME","Biome_Name","Realm_Name","TraitSourceID","LCVP_short","LCVP_shorter","Wind_rating_short"
"Pinus clausa","","Sand pine","Duryea et al 2007a",52,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947134,"Pinus clausa (Chapm. ex Engelm.) Vasey ex Sarg. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.46,NA,23.846,2.64906222400809,"NR",162.064729025448,"Evergreen","Gymnosperm","No","No","LOWEST","Tree (gymno)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2003; TRY_3003; TRY_3010; TRY_4001; TRY_4008; TRY_4009; TRY_4011; TRY_4006; TRY_4037","Pinus clausa","P. clausa","L"
"Pinus clausa","","Sand pine","Duryea et al 2007a",52,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947134,"Pinus clausa (Chapm. ex Engelm.) Vasey ex Sarg. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.46,NA,23.846,2.64906222400809,"NR",162.064729025448,"Evergreen","Gymnosperm","No","No","LOWEST","Tree (gymno)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2003; TRY_3003; TRY_3010; TRY_4001; TRY_4008; TRY_4009; TRY_4011; TRY_4006; TRY_4037","Pinus clausa","P. clausa","L"
"Pinus elliottii","","Slash pine","Duryea et al 2007a",5,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","Slash pine","Duryea et al 2007a",5,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","Slash pine","Duryea et al 2007a",4,NA,NA,NA,NA,1995,"OPAL","1995271N19273","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","Slash pine","Duryea et al 2007a",4,NA,NA,NA,NA,1995,"OPAL","1995271N19273","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","Slash pine","Duryea et al 2007a",28,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","Slash pine","Duryea et al 2007a",28,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","South Florida slash pine","Duryea et al 2007a",10,NA,NA,NA,NA,2004,"JEANNE","2004258N16300","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",27.28142,-80.35297,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",5,5,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","South Florida slash pine","Duryea et al 2007a",10,NA,NA,NA,NA,2004,"JEANNE","2004258N16300","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",27.28142,-80.35297,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",5,5,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","South Florida slash pine","Duryea et al 2007a",21,NA,NA,NA,NA,2004,"CHARLEY","2004223N11301","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",26.90465,-82.07293,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",10,3,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","South Florida slash pine","Duryea et al 2007a",21,NA,NA,NA,NA,2004,"CHARLEY","2004223N11301","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",26.90465,-82.07293,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",10,3,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","South Florida slash pine","Duryea et al 2007a",27,NA,NA,NA,NA,1992,"ANDREW","1992230N11325","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",25.469,-80.46487,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",1,1,"South Florida rocklands","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus elliottii","","South Florida slash pine","Duryea et al 2007a",27,NA,NA,NA,NA,1992,"ANDREW","1992230N11325","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",25.469,-80.46487,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",1,1,"South Florida rocklands","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus glabra","","Spruce pine","Duryea et al 2007a",54,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947375,"Pinus glabra Walter ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.41,NA,27.733,7.19461530127451,"NR",120.49653988308,"Evergreen","Gymnosperm","No","No","LOWEST","Tree (gymno)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2003; TRY_3003; TRY_3010; TRY_4001; TRY_4011; TRY_4008; TRY_4037; TRY_4006","Pinus glabra","P. glabra","L"
"Pinus palustris","","Longleaf pine","Duryea et al 2007a",10,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947977,"Pinus palustris Mill. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.54,NA,39.897,4.85796700571046,"NR",305.118424554941,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3030; TRY_3051; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4041; TRY_4046","Pinus palustris","P. palustris","ML"
"Pinus palustris","","Longleaf pine","Duryea et al 2007a",6,NA,NA,NA,NA,1995,"OPAL","1995271N19273","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947977,"Pinus palustris Mill. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.54,NA,39.897,4.85796700571046,"NR",305.118424554941,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3030; TRY_3051; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4041; TRY_4046","Pinus palustris","P. palustris","ML"
"Pinus palustris","","Longleaf pine","Duryea et al 2007a",41,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947977,"Pinus palustris Mill. ","Pinus","Pinaceae","Pinales","North Atlantic",29.67193,-82.34275,0.54,NA,39.897,4.85796700571046,"NR",305.118424554941,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3030; TRY_3051; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4041; TRY_4046","Pinus palustris","P. palustris","ML"
"Pinus palustris","","Longleaf pine","Duryea et al 2007a",43,NA,NA,NA,NA,2004,"CHARLEY","2004223N11301","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,947977,"Pinus palustris Mill. ","Pinus","Pinaceae","Pinales","North Atlantic",26.90465,-82.07293,0.54,NA,39.897,4.85796700571046,"NR",305.118424554941,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",10,3,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3030; TRY_3051; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4041; TRY_4046","Pinus palustris","P. palustris","ML"
