"Scientific_Name","Authority","Common_Name","Wind_Author_Year","Mortality_percent","Damaged_ALL_percent","Root_Fail_percent","Stem_Fail_percent","Limb_Fail_percent","IBT_Year","IBTRaCS","SID","Notes","Total_Tree_Quantity","LCVP_GlobalID","LCVP_Taxon","Genus","Family","Order","Tropical_Cyclone_Basin","Lat","Long","MeanWoodDensity.gcm3","SDWoodDensity.gm3","MeanPlantHeight.m","SDHeight.m","HeightType","LMA.gm2","LeafType","AngioGymno","Palm","Monocot","Wind_resistance_rating","PlantType","YearSincePrevTC_50km","YearSincePrevTC_100km","ECO_NAME","Biome_Name","Realm_Name","TraitSourceID","LCVP_short","LCVP_shorter","Wind_rating_short"
"Tabernaemontana stapfiana","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,1209585,"Tabernaemontana stapfiana Britten ","Tabernaemontana","Apocynaceae","Gentianales","South Indian",-19.07,32.47,NA,NA,NA,NA,NA,NA,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","TRY_4037; TRY_4038","Tabernaemontana stapfiana","T. stapfiana",NA
"Oricia bachmannii","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,1282685,"Vepris bachmannii (Engl.) Mziray ","Vepris","Rutaceae","Sapindales","South Indian",-19.07,32.47,0.71463,NA,NA,NA,NA,NA,NA,"Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","ZAN_019","Vepris bachmannii","V. bachmannii",NA
"Aphloia theiformis","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,89197,"Aphloia theiformis (Vahl) Benn. ","Aphloia","Aphloiaceae","Crossosomatales","South Indian",-19.07,32.47,0.62052,0.0982595583136826,NA,NA,NA,91.695172360521,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","ZAN_057; ZAN_019; TRY_3036; TRY_3010; TRY_4006","Aphloia theiformis","A. theiformis",NA
"Margaritaria discoidea","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,762341,"Margaritaria discoidea (Baill.) G.L.Webster ","Margaritaria","Phyllanthaceae","Malpighiales","South Indian",-19.07,32.47,0.729672036,0.084943020253167,NA,NA,NA,49.4454560668548,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","ZAN_059; ZAN_066; ZAN_037; TRY_3072; TRY_4037; TRY_4038; TRY_4006","Margaritaria discoidea","M. discoidea",NA
"Erythroxylum emarginatum","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,481660,"Erythroxylum emarginatum Thonn. ","Erythroxylum","Erythroxylaceae","Malpighiales","South Indian",-19.07,32.47,0.78351,NA,NA,NA,NA,85.9347540433622,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","ZAN_019; TRY_3069; TRY_4037; TRY_4038; TRY_4006","Erythroxylum emarginatum","E. emarginatum",NA
"Pavetta umtalensis","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,901399,"Pavetta umtalensis Bremek. ","Pavetta","Rubiaceae","Gentianales","South Indian",-19.07,32.47,NA,NA,NA,NA,NA,NA,NA,"Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","","Pavetta umtalensis","P. umtalensis",NA
"Vangueria esculenta","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,1280728,"Vangueria esculenta S.Moore ","Vangueria","Rubiaceae","Gentianales","South Indian",-19.07,32.47,0.675885,NA,NA,NA,NA,NA,NA,"Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","ZAN_019","Vangueria esculenta","V. esculenta",NA
"Xymalos monospora","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,1313618,"Xymalos monospora (Harv.) Baill. ex Warb. ","Xymalos","Monimiaceae","Laurales","South Indian",-19.07,32.47,NA,NA,NA,NA,NA,80.1282051282051,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","TRY_3030; TRY_3010; TRY_4006; TRY_4014; TRY_4021; TRY_4037; TRY_4038","Xymalos monospora","X. monospora",NA
"Rawsonia lucida","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,1042878,"Rawsonia lucida Harv. ","Rawsonia","Achariaceae","Malpighiales","South Indian",-19.07,32.47,0.744765,NA,NA,NA,NA,107.089547033135,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","ZAN_019; TRY_3057; TRY_4006","Rawsonia lucida","R. lucida",NA
"Ochna holstii","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,840911,"Ochna holstii Engl. ","Ochna","Ochnaceae","Malpighiales","South Indian",-19.07,32.47,0.744765,NA,NA,NA,NA,NA,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","ZAN_019; TRY_4006; TRY_4037; TRY_4038","Ochna holstii","O. holstii",NA
"Maesa lanceolata","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,751342,"Maesa lanceolata Forssk. ","Maesa","Maesaceae","Ericales","South Indian",-19.07,32.47,0.675885,NA,NA,NA,NA,NA,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","ZAN_019; TRY_4037; TRY_4006","Maesa lanceolata","M. lanceolata",NA
"Oxyanthus speciosus","","","Plowes 2002",NA,NA,NA,NA,NA,2000,"ELINE:LEONE","2000032S11116","",NA,874506,"Oxyanthus tubiflorus (Andrews) DC. ","Oxyanthus","Rubiaceae","Gentianales","South Indian",-19.07,32.47,NA,NA,NA,NA,NA,NA,NA,"Angiosperm","No","No",NA,"Tree (angio)",14,3,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrublands","Afrotropic","","Oxyanthus tubiflorus","O. tubiflorus",NA
"Quercus alba","","","Prengaman et al 2008",NA,NA,13,NA,8,2003,"ISABEL","2003249N14329","",NA,1028691,"Quercus alba L. ","Quercus","Fagaceae","Fagales","North Atlantic",37.27172015,-76.72908835,0.63,0.0424264068711929,45,NA,"max",68.6734615255272,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",7,2,"Southeastern mixed forests","Temperate Broadleaf & Mixed Forests","Nearctic","ZAN_043; ZAN_027; MOL_076; MOL_231; MOL_252; MOL_291; MOL_367; MOL_400; TRY_3007; TRY_3021; TRY_3030; TRY_3035; TRY_3040; TRY_3047; TRY_3050; TRY_3052; TRY_3061; TRY_3063; TRY_3070; TRY_3074; TRY_3075; TRY_3079; TRY_3080; TRY_3010; TRY_3101; TRY_4001; TRY_4005; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4013; TRY_4014; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4041; TRY_4042; TRY_4046; TRY_4047; TRY_4050; TRY_4051","Quercus alba","Q. alba","ML"
"Fagus grandifolia","","","Prengaman et al 2008",NA,NA,8,NA,5,2003,"ISABEL","2003249N14329","",NA,507159,"Fagus grandifolia Ehrh. ","Fagus","Fagaceae","Fagales","North Atlantic",37.27172015,-76.72908835,0.56,NA,36,NA,"max",27.8479574806221,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",7,2,"Southeastern mixed forests","Temperate Broadleaf & Mixed Forests","Nearctic","ZAN_043; MOL_071; MOL_101; MOL_231; MOL_252; MOL_370; TRY_3021; TRY_3030; TRY_3035; TRY_3038; TRY_3010; TRY_3046; TRY_3063; TRY_3074; TRY_3075; TRY_3080; TRY_3087; TRY_3104; TRY_4001; TRY_4005; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4013; TRY_4014; TRY_4021; TRY_4025; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4042; TRY_4046","Fagus grandifolia","F. grandifolia",NA
"Liriodendron tulipifera","","","Prengaman et al 2008",NA,NA,12,NA,0,2003,"ISABEL","2003249N14329","",NA,723836,"Liriodendron tulipifera L. ","Liriodendron","Magnoliaceae","Magnoliales","North Atlantic",37.27172015,-76.72908835,0.35,0.0707106781186548,60,NA,"max",51.9163897686434,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",7,2,"Southeastern mixed forests","Temperate Broadleaf & Mixed Forests","Nearctic","ZAN_043; ZAN_095; MOL_076; MOL_185; MOL_231; MOL_252; MOL_367; TRY_3021; TRY_3022; TRY_3030; TRY_3035; TRY_3038; TRY_3050; TRY_3052; TRY_3061; TRY_3063; TRY_3074; TRY_3079; TRY_3080; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4013; TRY_4014; TRY_4015; TRY_4021; TRY_4025; TRY_4026; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4046; TRY_4047; TRY_4050","Liriodendron tulipifera","L. tulipifera","L"
"Quercus rubra","","","Prengaman et al 2008",NA,NA,50,NA,7,2003,"ISABEL","2003249N14329","",NA,1032228,"Quercus rubra L. ","Quercus","Fagaceae","Fagales","North Atlantic",37.27172015,-76.72908835,0.56,NA,50,NA,"max",69.3717846417446,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",7,2,"Southeastern mixed forests","Temperate Broadleaf & Mixed Forests","Nearctic","ZAN_043; MOL_076; MOL_231; MOL_287; MOL_291; MOL_370; TRY_3001; TRY_3005; TRY_3007; TRY_3015; TRY_3016; TRY_3019; TRY_3021; TRY_3022; TRY_3025; TRY_3028; TRY_3030; TRY_3035; TRY_3010; TRY_3040; TRY_3047; TRY_3050; TRY_3052; TRY_3058; TRY_3061; TRY_3063; TRY_3070; TRY_3074; TRY_3075; TRY_3076; TRY_3080; TRY_4001; TRY_4005; TRY_4006; TRY_4007; TRY_4008; TRY_4009; TRY_4010; TRY_4011; TRY_4013; TRY_4014; TRY_4015; TRY_4021; TRY_4022; TRY_4025; TRY_4026; TRY_4034; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4042; TRY_4044; TRY_4045; TRY_4046; TRY_4047; TRY_4050","Quercus rubra","Q. rubra",NA
"Acer rubrum","","","Prengaman et al 2008",NA,NA,33,NA,0,2003,"ISABEL","2003249N14329","",NA,11254,"Acer rubrum L. ","Acer","Sapindaceae","Sapindales","North Atlantic",37.27172015,-76.72908835,0.49,NA,35,NA,"max",56.2785570549281,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",7,2,"Southeastern mixed forests","Temperate Broadleaf & Mixed Forests","Nearctic","ZAN_043; MOL_071; MOL_076; MOL_231; MOL_252; MOL_367; MOL_370; TRY_3003; TRY_3007; TRY_3011; TRY_3015; TRY_3016; TRY_3021; TRY_3025; TRY_3030; TRY_3035; TRY_3038; TRY_3010; TRY_3047; TRY_3050; TRY_3052; TRY_3058; TRY_3061; TRY_3063; TRY_3070; TRY_3074; TRY_3075; TRY_3080; TRY_3104; TRY_4001; TRY_4005; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4013; TRY_4014; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4041; TRY_4042; TRY_4044; TRY_4045; TRY_4046; TRY_4047; TRY_4048; TRY_4050","Acer rubrum","A. rubrum","ML"
"Oxydendrum arboreum","","","Prengaman et al 2008",NA,NA,50,NA,25,2003,"ISABEL","2003249N14329","",NA,875299,"Oxydendrum arboreum (L.) DC. ","Oxydendrum","Ericaceae","Ericales","North Atlantic",37.27172015,-76.72908835,0.5,NA,18.096,0.166276877526612,"NR",50.3095203331607,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",7,2,"Southeastern mixed forests","Temperate Broadleaf & Mixed Forests","Nearctic","ZAN_043; TRY_2002; TRY_2005; TRY_2003; TRY_3030; TRY_3052; TRY_3079; TRY_3080; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4011; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4047","Oxydendrum arboreum","O. arboreum",NA
"Nyssa sylvatica","","","Prengaman et al 2008",NA,NA,0,NA,0,2003,"ISABEL","2003249N14329","",NA,839762,"Nyssa sylvatica Marshall ","Nyssa","Nyssaceae","Cornales","North Atlantic",37.27172015,-76.72908835,0.46,NA,40,NA,"max",62.0743038785901,"Semi/Deciduous","Angiosperm","No","No","MEDIUM HIGH","Tree (angio)",7,2,"Southeastern mixed forests","Temperate Broadleaf & Mixed Forests","Nearctic","ZAN_043; MOL_004; MOL_076; MOL_231; MOL_367; TRY_3003; TRY_3030; TRY_3038; TRY_3047; TRY_3052; TRY_3063; TRY_3074; TRY_3079; TRY_3010; TRY_4001; TRY_4005; TRY_4006; TRY_4008; TRY_4009; TRY_4011; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4037; TRY_4038; TRY_4040; TRY_4046; TRY_4047","Nyssa sylvatica","N. sylvatica","MH"
"Ilex opaca","","","Prengaman et al 2008",NA,NA,0,NA,0,2003,"ISABEL","2003249N14329","",NA,647876,"Ilex opaca Aiton ","Ilex","Aquifoliaceae","Aquifoliales","North Atlantic",37.27172015,-76.72908835,0.5,NA,18.2872,6.11933068235408,"NR",95.9979585995844,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",7,2,"Southeastern mixed forests","Temperate Broadleaf & Mixed Forests","Nearctic","ZAN_009; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3038; TRY_3074; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4040; TRY_4042; TRY_4046","Ilex opaca","I. opaca","H"
"Pinus echinata","","","Rutledge et al 2021",NA,40,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,947286,"Pinus echinata Mill. ","Pinus","Pinaceae","Pinales","North Atlantic",31.22061542,-84.47920255,0.47,NA,40,NA,"max",231.249459269944,"Evergreen","Gymnosperm","No","No",NA,"Tree (gymno)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; MOL_076; MOL_231; TRY_3079; TRY_3010; TRY_4001; TRY_4009; TRY_4010; TRY_4011; TRY_4034; TRY_4008; TRY_4037; TRY_4041; TRY_4046; TRY_4006","Pinus echinata","P. echinata",NA
"Pinus elliottii","","","Rutledge et al 2021",NA,28,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,947296,"Pinus elliottii Engelm. ","Pinus","Pinaceae","Pinales","North Atlantic",31.22061542,-84.47920255,0.54,NA,34.196,5.30208260969216,"NR",276.432250232119,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2003; TRY_3003; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4008; TRY_4037; TRY_4041; TRY_4046","Pinus elliottii","P. elliottii","ML"
"Pinus palustris","","","Rutledge et al 2021",NA,15,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,947977,"Pinus palustris Mill. ","Pinus","Pinaceae","Pinales","North Atlantic",31.22061542,-84.47920255,0.54,NA,39.897,4.85796700571046,"NR",305.118424554941,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3030; TRY_3051; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4041; TRY_4046","Pinus palustris","P. palustris","ML"
"Pinus taeda","","","Rutledge et al 2021",NA,24,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,948453,"Pinus taeda L. ","Pinus","Pinaceae","Pinales","North Atlantic",31.22061542,-84.47920255,0.47,NA,44.2422222222222,9.93197082378137,"NR",194.137773144828,"Evergreen","Gymnosperm","No","No","MEDIUM LOW","Tree (gymno)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_010; TRY_2004; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3007; TRY_3035; TRY_3038; TRY_3047; TRY_3050; TRY_3061; TRY_3079; TRY_3080; TRY_3010; TRY_4001; TRY_4005; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4025; TRY_4034; TRY_4008; TRY_4037; TRY_4039; TRY_4041; TRY_4044; TRY_4046; TRY_4048","Pinus taeda","P. taeda","ML"
"Quercus falcata","","","Rutledge et al 2021",NA,40,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,1029976,"Quercus falcata Michx. ","Quercus","Fagaceae","Fagales","North Atlantic",31.22061542,-84.47920255,0.577,0.0806101730552664,26.4933333333333,3.4885718185718,"NR",86.7536644999269,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2002; TRY_2003; TRY_3003; TRY_3021; TRY_3030; TRY_3038; TRY_3047; TRY_3010; TRY_3101; TRY_4001; TRY_4006; TRY_4008; TRY_4009; TRY_4011; TRY_4014; TRY_4021; TRY_4034; TRY_4037; TRY_4038; TRY_4039; TRY_4047; TRY_4051","Quercus falcata","Q. falcata","L"
"Quercus incana","","","Rutledge et al 2021",NA,22,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,1030573,"Quercus incana Bartram ","Quercus","Fagaceae","Fagales","North Atlantic",31.22061542,-84.47920255,0.71,NA,13.596,1.98555584157183,"NR",97.4156303321725,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_189; TRY_2002; TRY_2003; TRY_3003; TRY_3015; TRY_3021; TRY_3030; TRY_3079; TRY_3010; TRY_4006; TRY_4014; TRY_4008; TRY_4046","Quercus incana","Q. incana",NA
"Quercus laevis","","","Rutledge et al 2021",NA,29,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,1030740,"Quercus laevis Walter ","Quercus","Fagaceae","Fagales","North Atlantic",31.22061542,-84.47920255,0.639,NA,15.8106666666667,3.93515709131584,"NR",108.581304936874,"Semi/Deciduous","Angiosperm","No","No","HIGHEST","Tree (angio)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3015; TRY_3021; TRY_3030; TRY_3052; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4014; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4046; TRY_4047","Quercus laevis","Q. laevis","H"
"Quercus laurifolia","","","Rutledge et al 2021",NA,32,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,1030856,"Quercus laurifolia Michx. ","Quercus","Fagaceae","Fagales","North Atlantic",31.22061542,-84.47920255,0.5835,0.0332340187157677,24.272,5.37890992674166,"NR",79.4496274744001,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3030; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4008; TRY_4037; TRY_4038","Quercus laurifolia","Q. laurifolia","ML"
"Quercus margarettae","","","Rutledge et al 2021",NA,17,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,1031145,"Quercus margarettae (Ashe) Small ","Quercus","Fagaceae","Fagales","North Atlantic",31.22061542,-84.47920255,0.756,NA,6.1,NA,"NR",84.4273711673271,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_189; TRY_2003; TRY_3003; TRY_3015; TRY_3030; TRY_3010; TRY_4006; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4046","Quercus margarettae","Q. margarettae",NA
"Quercus nigra","","","Rutledge et al 2021",NA,39,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,1031382,"Quercus nigra L. ","Quercus","Fagaceae","Fagales","North Atlantic",31.22061542,-84.47920255,0.6315,0.101116269709676,26.68512,7.24079619047519,"NR",82.7038730259157,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3028; TRY_3030; TRY_3038; TRY_3047; TRY_3079; TRY_3010; TRY_3101; TRY_4001; TRY_4006; TRY_4009; TRY_4011; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4047; TRY_4051","Quercus nigra","Q. nigra","L"
"Quercus stellata","","","Rutledge et al 2021",NA,37,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,1032616,"Quercus stellata Wangenh. ","Quercus","Fagaceae","Fagales","North Atlantic",31.22061542,-84.47920255,0.6605,0.0855599205235723,20.7002,2.59242345306472,"NR",62.1586253737178,"Semi/Deciduous","Angiosperm","No","No","MEDIUM HIGH","Tree (angio)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3030; TRY_3038; TRY_3047; TRY_3070; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4008; TRY_4010; TRY_4011; TRY_4021; TRY_4025; TRY_4034; TRY_4037; TRY_4038; TRY_4039; TRY_4047","Quercus stellata","Q. stellata","MH"
"Quercus virginiana","","","Rutledge et al 2021",NA,29,NA,NA,NA,2018,"MICHAEL","2018280N18273","",NA,1033089,"Quercus virginiana Mill. ","Quercus","Fagaceae","Fagales","North Atlantic",31.22061542,-84.47920255,0.856,0.0791959594928933,16.87136,5.35558822614286,"NR",141.905676531025,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",14,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3035; TRY_3041; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_3100; TRY_4001; TRY_4006; TRY_4011; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4046; TRY_4048","Quercus virginiana","Q. virginiana","H"
"Liquidambar styraciflua","L.","","Putz and Sharitz 1991",NA,NA,17,NA,NA,1989,"HUGO","1989254N13340","Combined Slough and Bottomland data",NA,723781,"Liquidambar styraciflua L. ","Liquidambar","Altingiaceae","Saxifragales","North Atlantic",33.80860363,-80.82214932,0.46,NA,38.2856,9.87977696914257,"NR",64.3996632288556,"Semi/Deciduous","Angiosperm","No","No","MEDIUM HIGH","Tree (angio)",1,1,"Middle Atlantic coastal forests","Temperate Conifer Forests","Nearctic","ZAN_043; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3035; TRY_3045; TRY_3047; TRY_3058; TRY_3061; TRY_3079; TRY_3010; TRY_4001; TRY_4005; TRY_4006; TRY_4009; TRY_4011; TRY_4021; TRY_4025; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4044; TRY_4046; TRY_4047; TRY_4048; TRY_4050","Liquidambar styraciflua","L. styraciflua","MH"
"Acer rubrum","L.","","Putz and Sharitz 1991",NA,NA,24,NA,NA,1989,"HUGO","1989254N13340","Combined Slough and Bottomland data",NA,11254,"Acer rubrum L. ","Acer","Sapindaceae","Sapindales","North Atlantic",33.80860363,-80.82214932,0.49,NA,35,NA,"max",56.2785570549281,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",1,1,"Middle Atlantic coastal forests","Temperate Conifer Forests","Nearctic","ZAN_043; MOL_071; MOL_076; MOL_231; MOL_252; MOL_367; MOL_370; TRY_3003; TRY_3007; TRY_3011; TRY_3015; TRY_3016; TRY_3021; TRY_3025; TRY_3030; TRY_3035; TRY_3038; TRY_3010; TRY_3047; TRY_3050; TRY_3052; TRY_3058; TRY_3061; TRY_3063; TRY_3070; TRY_3074; TRY_3075; TRY_3080; TRY_3104; TRY_4001; TRY_4005; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4013; TRY_4014; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4041; TRY_4042; TRY_4044; TRY_4045; TRY_4046; TRY_4047; TRY_4048; TRY_4050","Acer rubrum","A. rubrum","ML"
"Fraxinus pennsylvanica","Marsh.","","Putz and Sharitz 1991",NA,NA,9,NA,NA,1989,"HUGO","1989254N13340","Combined Slough and Bottomland data",NA,523379,"Fraxinus pennsylvanica Marshall ","Fraxinus","Oleaceae","Lamiales","North Atlantic",33.80860363,-80.82214932,0.53,NA,27.3836444444444,10.3328038952541,"NR",66.0317693853419,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",1,1,"Middle Atlantic coastal forests","Temperate Conifer Forests","Nearctic","ZAN_043; TRY_2004; TRY_2002; TRY_2001; TRY_2005; TRY_2003; TRY_2006; TRY_3021; TRY_3030; TRY_3050; TRY_3063; TRY_3075; TRY_3079; TRY_3010; TRY_4001; TRY_4005; TRY_4006; TRY_4007; TRY_4008; TRY_4009; TRY_4011; TRY_4014; TRY_4021; TRY_4025; TRY_4034; TRY_4037; TRY_4038; TRY_4041; TRY_4042; TRY_4046","Fraxinus pennsylvanica","F. pennsylvanica","ML"
